input	canonical	year	precision	qualifier	calendar	range	valid	reason	stored	exported551	exported7	storedyear	storedvalid
FROM JAN 1689 BCE TO _ROMAN _MONTH 65	FROM JAN 1689 BCE TO _ROMAN _MONTH 65	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _ROMAN _MONTH 65	FROM JAN 1689 BCE TO _ROMAN _MONTH 65	FROM JAN 1689 BCE TO _ROMAN _MONTH 65	-1689	false
FROM JAN 1689 BCE TO _ROMAN 18 _MONTH 80	FROM JAN 1689 BCE TO _ROMAN 18 _MONTH 80	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _ROMAN 18 _MONTH 80	FROM JAN 1689 BCE TO _ROMAN 18 _MONTH 80	FROM JAN 1689 BCE TO _ROMAN 18 _MONTH 80	-1689	false
FROM JAN 1689 BCE TO _ROMAN 95	FROM JAN 1689 BCE TO _ROMAN 95	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _ROMAN 95	FROM JAN 1689 BCE TO _ROMAN 95	FROM JAN 1689 BCE TO _ROMAN 95	-1689	false
FROM JAN 1689 BCE TO _UNKNOWN _MONTH 3	FROM JAN 1689 BCE TO _UNKNOWN _MONTH 3	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _UNKNOWN _MONTH 3	FROM JAN 1689 BCE TO _UNKNOWN _MONTH 3	FROM JAN 1689 BCE TO _UNKNOWN _MONTH 3	-1689	false
FROM JAN 1689 BCE TO _UNKNOWN 80	FROM JAN 1689 BCE TO _UNKNOWN 80	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _UNKNOWN 80	FROM JAN 1689 BCE TO _UNKNOWN 80	FROM JAN 1689 BCE TO _UNKNOWN 80	-1689	false
FROM JAN 1689 BCE TO _UNKNOWN 9 _MONTH 53	FROM JAN 1689 BCE TO _UNKNOWN 9 _MONTH 53	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO _UNKNOWN 9 _MONTH 53	FROM JAN 1689 BCE TO _UNKNOWN 9 _MONTH 53	FROM JAN 1689 BCE TO _UNKNOWN 9 _MONTH 53	-1689	false
FROM JAN 1689 BCE TO 1066	FROM 1689-01 BCE TO 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066	FROM JAN 1689 B.C. TO 1066	FROM JAN 1689 BCE TO 1066	-1689	true
FROM JAN 1689 BCE TO 1066 BCE	FROM 1689-01 BCE TO 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066 BCE	FROM JAN 1689 B.C. TO 1066 B.C.	FROM JAN 1689 BCE TO 1066 BCE	-1689	true
FROM JAN 1689 BCE TO 31 JUL 1066	FROM 1689-01 BCE TO 1066-07-31	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-07-31	FROM JAN 1689 B.C. TO 31 JUL 1066	FROM JAN 1689 BCE TO 31 JUL 1066	-1689	true
FROM JAN 1689 BCE TO 31 JUL 1066 BCE	FROM 1689-01 BCE TO 1066-07-31 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-07-31 BCE	FROM JAN 1689 B.C. TO 31 JUL 1066 B.C.	FROM JAN 1689 BCE TO 31 JUL 1066 BCE	-1689	true
FROM JAN 1689 BCE TO 7 JUN 1066	FROM 1689-01 BCE TO 1066-06-07	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-06-07	FROM JAN 1689 B.C. TO 7 JUN 1066	FROM JAN 1689 BCE TO 7 JUN 1066	-1689	true
FROM JAN 1689 BCE TO 7 JUN 1066 BCE	FROM 1689-01 BCE TO 1066-06-07 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-06-07 BCE	FROM JAN 1689 B.C. TO 7 JUN 1066 B.C.	FROM JAN 1689 BCE TO 7 JUN 1066 BCE	-1689	true
FROM JAN 1689 BCE TO DEC 1066	FROM 1689-01 BCE TO 1066-12	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-12	FROM JAN 1689 B.C. TO DEC 1066	FROM JAN 1689 BCE TO DEC 1066	-1689	true
FROM JAN 1689 BCE TO DEC 1066 BCE	FROM 1689-01 BCE TO 1066-12 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-12 BCE	FROM JAN 1689 B.C. TO DEC 1066 B.C.	FROM JAN 1689 BCE TO DEC 1066 BCE	-1689	true
FROM JAN 1689 BCE TO FRENCH_R 26 FLOR 66	FROM JAN 1689 BCE TO FRENCH_R 26 FLOR 66	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO FRENCH_R 26 FLOR 66	FROM JAN 1689 BCE TO FRENCH_R 26 FLOR 66	FROM JAN 1689 BCE TO FRENCH_R 26 FLOR 66	-1689	false
FROM JAN 1689 BCE TO FRENCH_R 54	FROM JAN 1689 BCE TO FRENCH_R 54	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO FRENCH_R 54	FROM JAN 1689 BCE TO FRENCH_R 54	FROM JAN 1689 BCE TO FRENCH_R 54	-1689	false
FROM JAN 1689 BCE TO FRENCH_R FLOR 81	FROM JAN 1689 BCE TO FRENCH_R FLOR 81	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO FRENCH_R FLOR 81	FROM JAN 1689 BCE TO FRENCH_R FLOR 81	FROM JAN 1689 BCE TO FRENCH_R FLOR 81	-1689	false
FROM JAN 1689 BCE TO GREGORIAN 1066	FROM JAN 1689 BCE TO GREGORIAN 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO GREGORIAN 1066	FROM JAN 1689 BCE TO GREGORIAN 1066	FROM JAN 1689 BCE TO GREGORIAN 1066	-1689	false
FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066	-1689	false
FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066 BCE	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066 BCE	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066 BCE	FROM JAN 1689 BCE TO GREGORIAN 31 JUL 1066 BCE	-1689	false
FROM JAN 1689 BCE TO GREGORIAN SEP 1066	FROM JAN 1689 BCE TO GREGORIAN SEP 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO GREGORIAN SEP 1066	FROM JAN 1689 BCE TO GREGORIAN SEP 1066	FROM JAN 1689 BCE TO GREGORIAN SEP 1066	-1689	false
FROM JAN 1689 BCE TO HEBREW 24 CSH 7	FROM JAN 1689 BCE TO HEBREW 24 CSH 7	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO HEBREW 24 CSH 7	FROM JAN 1689 BCE TO HEBREW 24 CSH 7	FROM JAN 1689 BCE TO HEBREW 24 CSH 7	-1689	false
FROM JAN 1689 BCE TO HEBREW 73	FROM JAN 1689 BCE TO HEBREW 73	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO HEBREW 73	FROM JAN 1689 BCE TO HEBREW 73	FROM JAN 1689 BCE TO HEBREW 73	-1689	false
FROM JAN 1689 BCE TO HEBREW IYR 91	FROM JAN 1689 BCE TO HEBREW IYR 91	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO HEBREW IYR 91	FROM JAN 1689 BCE TO HEBREW IYR 91	FROM JAN 1689 BCE TO HEBREW IYR 91	-1689	false
FROM JAN 1689 BCE TO JULIAN 1066	FROM JAN 1689 BCE TO JULIAN 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN 1066	FROM JAN 1689 BCE TO JULIAN 1066	FROM JAN 1689 BCE TO JULIAN 1066	-1689	false
FROM JAN 1689 BCE TO JULIAN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 1066 BCE	-1689	false
FROM JAN 1689 BCE TO JULIAN 7 JUN 1066	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066	-1689	false
FROM JAN 1689 BCE TO JULIAN 7 JUN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066 BCE	FROM JAN 1689 BCE TO JULIAN 7 JUN 1066 BCE	-1689	false
FROM JAN 1689 BCE TO JULIAN DEC 1066	FROM JAN 1689 BCE TO JULIAN DEC 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN DEC 1066	FROM JAN 1689 BCE TO JULIAN DEC 1066	FROM JAN 1689 BCE TO JULIAN DEC 1066	-1689	false
FROM JAN 1689 BCE TO JULIAN DEC 1066 BCE	FROM JAN 1689 BCE TO JULIAN DEC 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN DEC 1066 BCE	FROM JAN 1689 BCE TO JULIAN DEC 1066 BCE	FROM JAN 1689 BCE TO JULIAN DEC 1066 BCE	-1689	false
FROM JAN 1689 BCE TO JULIAN SEP 1066 BCE	FROM JAN 1689 BCE TO JULIAN SEP 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 BCE TO JULIAN SEP 1066 BCE	FROM JAN 1689 BCE TO JULIAN SEP 1066 BCE	FROM JAN 1689 BCE TO JULIAN SEP 1066 BCE	-1689	false
FROM JAN 1689 BCE TO SEP 1066	FROM 1689-01 BCE TO 1066-09	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-09	FROM JAN 1689 B.C. TO SEP 1066	FROM JAN 1689 BCE TO SEP 1066	-1689	true
FROM JAN 1689 BCE TO SEP 1066 BCE	FROM 1689-01 BCE TO 1066-09 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-09 BCE	FROM JAN 1689 B.C. TO SEP 1066 B.C.	FROM JAN 1689 BCE TO SEP 1066 BCE	-1689	true
FROM JAN 1689 TO _ROMAN _MONTH 43	FROM JAN 1689 TO _ROMAN _MONTH 43	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _ROMAN _MONTH 43	FROM JAN 1689 TO _ROMAN _MONTH 43	FROM JAN 1689 TO _ROMAN _MONTH 43	1689	false
FROM JAN 1689 TO _ROMAN 18 _MONTH 69	FROM JAN 1689 TO _ROMAN 18 _MONTH 69	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _ROMAN 18 _MONTH 69	FROM JAN 1689 TO _ROMAN 18 _MONTH 69	FROM JAN 1689 TO _ROMAN 18 _MONTH 69	1689	false
FROM JAN 1689 TO _ROMAN 44	FROM JAN 1689 TO _ROMAN 44	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _ROMAN 44	FROM JAN 1689 TO _ROMAN 44	FROM JAN 1689 TO _ROMAN 44	1689	false
FROM JAN 1689 TO _UNKNOWN _MONTH 76	FROM JAN 1689 TO _UNKNOWN _MONTH 76	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _UNKNOWN _MONTH 76	FROM JAN 1689 TO _UNKNOWN _MONTH 76	FROM JAN 1689 TO _UNKNOWN _MONTH 76	1689	false
FROM JAN 1689 TO _UNKNOWN 27 _MONTH 63	FROM JAN 1689 TO _UNKNOWN 27 _MONTH 63	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _UNKNOWN 27 _MONTH 63	FROM JAN 1689 TO _UNKNOWN 27 _MONTH 63	FROM JAN 1689 TO _UNKNOWN 27 _MONTH 63	1689	false
FROM JAN 1689 TO _UNKNOWN 49	FROM JAN 1689 TO _UNKNOWN 49	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO _UNKNOWN 49	FROM JAN 1689 TO _UNKNOWN 49	FROM JAN 1689 TO _UNKNOWN 49	1689	false
FROM JAN 1689 TO 15 NOV 314	FROM 1689-01 TO 0314-11-15	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-11-15	FROM JAN 1689 TO 15 NOV 0314	FROM JAN 1689 TO 15 NOV 0314	1689	true
FROM JAN 1689 TO 15 NOV 314 B.C.	FROM 1689-01 TO 0314-11-15 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-11-15 BCE	FROM JAN 1689 TO 15 NOV 0314 B.C.	FROM JAN 1689 TO 15 NOV 0314 BCE	1689	true
FROM JAN 1689 TO 15 NOV 314 BCE	FROM 1689-01 TO 0314-11-15 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-11-15 BCE	FROM JAN 1689 TO 15 NOV 0314 B.C.	FROM JAN 1689 TO 15 NOV 0314 BCE	1689	true
FROM JAN 1689 TO 17 SEP 314	FROM 1689-01 TO 0314-09-17	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-09-17	FROM JAN 1689 TO 17 SEP 0314	FROM JAN 1689 TO 17 SEP 0314	1689	true
FROM JAN 1689 TO 17 SEP 314 BCE	FROM 1689-01 TO 0314-09-17 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-09-17 BCE	FROM JAN 1689 TO 17 SEP 0314 B.C.	FROM JAN 1689 TO 17 SEP 0314 BCE	1689	true
FROM JAN 1689 TO 17 SEP 314/38	FROM JAN 1689 TO 17 SEP 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO 17 SEP 314/38	FROM JAN 1689 TO 17 SEP 314/38	FROM JAN 1689 TO 17 SEP 314/38	1689	false
FROM JAN 1689 TO 17 SEP 314/38 B.C.	FROM JAN 1689 TO 17 SEP 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO 17 SEP 314/38 B.C.	FROM JAN 1689 TO 17 SEP 314/38 B.C.	FROM JAN 1689 TO 17 SEP 314/38 B.C.	1689	false
FROM JAN 1689 TO 314	FROM 1689-01 TO 0314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314	FROM JAN 1689 TO 0314	FROM JAN 1689 TO 0314	1689	true
FROM JAN 1689 TO 314 B.C.	FROM 1689-01 TO 0314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314 BCE	FROM JAN 1689 TO 0314 B.C.	FROM JAN 1689 TO 0314 BCE	1689	true
FROM JAN 1689 TO 314 BCE	FROM 1689-01 TO 0314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314 BCE	FROM JAN 1689 TO 0314 B.C.	FROM JAN 1689 TO 0314 BCE	1689	true
FROM JAN 1689 TO 314/38	FROM JAN 1689 TO 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO 314/38	FROM JAN 1689 TO 314/38	FROM JAN 1689 TO 314/38	1689	false
FROM JAN 1689 TO 314/38 B.C.	FROM JAN 1689 TO 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO 314/38 B.C.	FROM JAN 1689 TO 314/38 B.C.	FROM JAN 1689 TO 314/38 B.C.	1689	false
FROM JAN 1689 TO APR 314	FROM 1689-01 TO 0314-04	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-04	FROM JAN 1689 TO APR 0314	FROM JAN 1689 TO APR 0314	1689	true
FROM JAN 1689 TO APR 314 BCE	FROM 1689-01 TO 0314-04 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-04 BCE	FROM JAN 1689 TO APR 0314 B.C.	FROM JAN 1689 TO APR 0314 BCE	1689	true
FROM JAN 1689 TO APR 314/38	FROM JAN 1689 TO APR 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO APR 314/38	FROM JAN 1689 TO APR 314/38	FROM JAN 1689 TO APR 314/38	1689	false
FROM JAN 1689 TO APR 314/38 B.C.	FROM JAN 1689 TO APR 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO APR 314/38 B.C.	FROM JAN 1689 TO APR 314/38 B.C.	FROM JAN 1689 TO APR 314/38 B.C.	1689	false
FROM JAN 1689 TO AUG 314	FROM 1689-01 TO 0314-08	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-08	FROM JAN 1689 TO AUG 0314	FROM JAN 1689 TO AUG 0314	1689	true
FROM JAN 1689 TO AUG 314 B.C.	FROM 1689-01 TO 0314-08 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-08 BCE	FROM JAN 1689 TO AUG 0314 B.C.	FROM JAN 1689 TO AUG 0314 BCE	1689	true
FROM JAN 1689 TO AUG 314 BCE	FROM 1689-01 TO 0314-08 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 TO 0314-08 BCE	FROM JAN 1689 TO AUG 0314 B.C.	FROM JAN 1689 TO AUG 0314 BCE	1689	true
FROM JAN 1689 TO FRENCH_R 10 VEND 77	FROM JAN 1689 TO FRENCH_R 10 VEND 77	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO FRENCH_R 10 VEND 77	FROM JAN 1689 TO FRENCH_R 10 VEND 77	FROM JAN 1689 TO FRENCH_R 10 VEND 77	1689	false
FROM JAN 1689 TO FRENCH_R 86	FROM JAN 1689 TO FRENCH_R 86	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO FRENCH_R 86	FROM JAN 1689 TO FRENCH_R 86	FROM JAN 1689 TO FRENCH_R 86	1689	false
FROM JAN 1689 TO FRENCH_R VENT 7	FROM JAN 1689 TO FRENCH_R VENT 7	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO FRENCH_R VENT 7	FROM JAN 1689 TO FRENCH_R VENT 7	FROM JAN 1689 TO FRENCH_R VENT 7	1689	false
FROM JAN 1689 TO GREGORIAN 15 NOV 314	FROM JAN 1689 TO GREGORIAN 15 NOV 314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 15 NOV 314	FROM JAN 1689 TO GREGORIAN 15 NOV 314	FROM JAN 1689 TO GREGORIAN 15 NOV 314	1689	false
FROM JAN 1689 TO GREGORIAN 15 NOV 314 B.C.	FROM JAN 1689 TO GREGORIAN 15 NOV 314 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 15 NOV 314 B.C.	FROM JAN 1689 TO GREGORIAN 15 NOV 314 B.C.	FROM JAN 1689 TO GREGORIAN 15 NOV 314 B.C.	1689	false
FROM JAN 1689 TO GREGORIAN 15 NOV 314 BCE	FROM JAN 1689 TO GREGORIAN 15 NOV 314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 15 NOV 314 BCE	FROM JAN 1689 TO GREGORIAN 15 NOV 314 BCE	FROM JAN 1689 TO GREGORIAN 15 NOV 314 BCE	1689	false
FROM JAN 1689 TO GREGORIAN 17 SEP 314 BCE	FROM JAN 1689 TO GREGORIAN 17 SEP 314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 17 SEP 314 BCE	FROM JAN 1689 TO GREGORIAN 17 SEP 314 BCE	FROM JAN 1689 TO GREGORIAN 17 SEP 314 BCE	1689	false
FROM JAN 1689 TO GREGORIAN 17 SEP 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 17 SEP 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 17 SEP 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 17 SEP 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 17 SEP 314/38 B.C.	1689	false
FROM JAN 1689 TO GREGORIAN 314	FROM JAN 1689 TO GREGORIAN 314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 314	FROM JAN 1689 TO GREGORIAN 314	FROM JAN 1689 TO GREGORIAN 314	1689	false
FROM JAN 1689 TO GREGORIAN 314 BCE	FROM JAN 1689 TO GREGORIAN 314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 314 BCE	FROM JAN 1689 TO GREGORIAN 314 BCE	FROM JAN 1689 TO GREGORIAN 314 BCE	1689	false
FROM JAN 1689 TO GREGORIAN 314/38	FROM JAN 1689 TO GREGORIAN 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 314/38	FROM JAN 1689 TO GREGORIAN 314/38	FROM JAN 1689 TO GREGORIAN 314/38	1689	false
FROM JAN 1689 TO GREGORIAN 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 314/38 B.C.	FROM JAN 1689 TO GREGORIAN 314/38 B.C.	1689	false
FROM JAN 1689 TO GREGORIAN APR 314 BCE	FROM JAN 1689 TO GREGORIAN APR 314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN APR 314 BCE	FROM JAN 1689 TO GREGORIAN APR 314 BCE	FROM JAN 1689 TO GREGORIAN APR 314 BCE	1689	false
FROM JAN 1689 TO GREGORIAN APR 314/38 B.C.	FROM JAN 1689 TO GREGORIAN APR 314/38 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO GREGORIAN APR 314/38 B.C.	FROM JAN 1689 TO GREGORIAN APR 314/38 B.C.	FROM JAN 1689 TO GREGORIAN APR 314/38 B.C.	1689	false
FROM JAN 1689 TO HEBREW 13 AAV 16	FROM JAN 1689 TO HEBREW 13 AAV 16	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO HEBREW 13 AAV 16	FROM JAN 1689 TO HEBREW 13 AAV 16	FROM JAN 1689 TO HEBREW 13 AAV 16	1689	false
FROM JAN 1689 TO HEBREW 16	FROM JAN 1689 TO HEBREW 16	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO HEBREW 16	FROM JAN 1689 TO HEBREW 16	FROM JAN 1689 TO HEBREW 16	1689	false
FROM JAN 1689 TO HEBREW TSH 3	FROM JAN 1689 TO HEBREW TSH 3	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO HEBREW TSH 3	FROM JAN 1689 TO HEBREW TSH 3	FROM JAN 1689 TO HEBREW TSH 3	1689	false
FROM JAN 1689 TO JULIAN 17 SEP 314	FROM JAN 1689 TO JULIAN 17 SEP 314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN 17 SEP 314	FROM JAN 1689 TO JULIAN 17 SEP 314	FROM JAN 1689 TO JULIAN 17 SEP 314	1689	false
FROM JAN 1689 TO JULIAN 17 SEP 314/38	FROM JAN 1689 TO JULIAN 17 SEP 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN 17 SEP 314/38	FROM JAN 1689 TO JULIAN 17 SEP 314/38	FROM JAN 1689 TO JULIAN 17 SEP 314/38	1689	false
FROM JAN 1689 TO JULIAN 314 B.C.	FROM JAN 1689 TO JULIAN 314 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN 314 B.C.	FROM JAN 1689 TO JULIAN 314 B.C.	FROM JAN 1689 TO JULIAN 314 B.C.	1689	false
FROM JAN 1689 TO JULIAN 314 BCE	FROM JAN 1689 TO JULIAN 314 BCE	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN 314 BCE	FROM JAN 1689 TO JULIAN 314 BCE	FROM JAN 1689 TO JULIAN 314 BCE	1689	false
FROM JAN 1689 TO JULIAN APR 314	FROM JAN 1689 TO JULIAN APR 314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN APR 314	FROM JAN 1689 TO JULIAN APR 314	FROM JAN 1689 TO JULIAN APR 314	1689	false
FROM JAN 1689 TO JULIAN APR 314/38	FROM JAN 1689 TO JULIAN APR 314/38	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN APR 314/38	FROM JAN 1689 TO JULIAN APR 314/38	FROM JAN 1689 TO JULIAN APR 314/38	1689	false
FROM JAN 1689 TO JULIAN AUG 314	FROM JAN 1689 TO JULIAN AUG 314	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN AUG 314	FROM JAN 1689 TO JULIAN AUG 314	FROM JAN 1689 TO JULIAN AUG 314	1689	false
FROM JAN 1689 TO JULIAN AUG 314 B.C.	FROM JAN 1689 TO JULIAN AUG 314 B.C.	1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 TO JULIAN AUG 314 B.C.	FROM JAN 1689 TO JULIAN AUG 314 B.C.	FROM JAN 1689 TO JULIAN AUG 314 B.C.	1689	false
